encoded_length	23456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz	16		22
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	bc1d1525-f52a-ac04-2b4a-c38909462335		0w5FIZxGeg/0h8ksY7FWAp
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	0w5FIZxGeg/0h8ksY7FWAp	0	bc1d1525-f52a-ac04-2b4a-c38909462335
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	360d69f5-804b-99f3-7fd7-89c7d8710418		+q1KbpU2iNwrzLWQTMQEEM
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	+q1KbpU2iNwrzLWQTMQEEM	0	360d69f5-804b-99f3-7fd7-89c7d8710418
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	c2276ae4-5160-19cd-5bba-c1ea5d3b4b42		107qfYIK+NnJiukSdRCoh0
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	107qfYIK+NnJiukSdRCoh0	0	c2276ae4-5160-19cd-5bba-c1ea5d3b4b42
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	c1a5d3e7-13af-f473-8091-89d3e08f0062		1/dRDb2uzoQs0FWRDUXk/W
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	1/dRDb2uzoQs0FWRDUXk/W	0	c1a5d3e7-13af-f473-8091-89d3e08f0062
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	078a7354-a3ae-5d78-c9a7-3f653521fe3f		+5WbBIcutRSAabDqIp6Tsz
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	+5WbBIcutRSAabDqIp6Tsz	0	078a7354-a3ae-5d78-c9a7-3f653521fe3f
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	216d38ce-2e3a-3651-79e9-6d713dbf452e		+VPHXC9XcqILbdPL2xjoIi
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	+VPHXC9XcqILbdPL2xjoIi	0	216d38ce-2e3a-3651-79e9-6d713dbf452e
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	a23aeade-fbeb-f3cc-521c-2c1d8696a4eb		0WCifSyyjnn36Q9/q4ZeHf
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	0WCifSyyjnn36Q9/q4ZeHf	0	a23aeade-fbeb-f3cc-521c-2c1d8696a4eb
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	1dea3364-6236-3b8e-5f6f-398a745c3a5a		+RuXBYMXMvXZxjCMdoL1dO
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	+RuXBYMXMvXZxjCMdoL1dO	0	1dea3364-6236-3b8e-5f6f-398a745c3a5a
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	1b4a43c8-d64b-9f05-08ae-dd1847b83c13		+PGYD6pYiT/EWirFV5i1kH
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	+PGYD6pYiT/EWirFV5i1kH	0	1b4a43c8-d64b-9f05-08ae-dd1847b83c13
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	af4bc6c5-37ae-f831-c61f-e4d994251e98		0jGwP3BuvsAQMTtBaI7FuM
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	0jGwP3BuvsAQMTtBaI7FuM	0	af4bc6c5-37ae-f831-c61f-e4d994251e98
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	a4a62fd6-46b0-fe2c-e79b-27e52582ca8c		0YdWzKFf1y9CSP7yIZUgeA
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	0YdWzKFf1y9CSP7yIZUgeA	0	a4a62fd6-46b0-fe2c-e79b-27e52582ca8c
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	90b45252-0dea-65b0-98aa-8dbe3976efab		0Eh37G1SdZg7WeXPstRiyf
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	0Eh37G1SdZg7WeXPstRiyf	0	90b45252-0dea-65b0-98aa-8dbe3976efab
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	e6b27037-4da0-52f8-df9b-61bb6cf069c6		1agb+rHO/GyByPMPhgw4b4
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	1agb+rHO/GyByPMPhgw4b4	0	e6b27037-4da0-52f8-df9b-61bb6cf069c6
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	550d1d5c-bd8d-42a4-1711-3d9bdd9b92e5		/J1FpQjMp0d/QFDNjRat9Z
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	/J1FpQjMp0d/QFDNjRat9Z	0	550d1d5c-bd8d-42a4-1711-3d9bdd9b92e5
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	c8098ec2-5a12-b764-95f7-120e9882aafc		160Mv0KV8rN7Lr2UuMUefw
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	160Mv0KV8rN7Lr2UuMUefw	0	c8098ec2-5a12-b764-95f7-120e9882aafc
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	8b721646-fcbb-9119-7e87-06318ad26965		09QVN4z9iF4Lu5/X48oaZZ
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	09QVN4z9iF4Lu5/X48oaZZ	0	8b721646-fcbb-9119-7e87-06318ad26965
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	97e44713-e4ac-8b9a-b06a-da05a45d19ac		0Lt2QHt8m9af/eqUKYLFag
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	0Lt2QHt8m9af/eqUKYLFag	0	97e44713-e4ac-8b9a-b06a-da05a45d19ac
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	63d5162e-0c45-0cb4-5e35-b24ab517de3f		/XpFMi12IAh3spgYep3xsz
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	/XpFMi12IAh3spgYep3xsz	0	63d5162e-0c45-0cb4-5e35-b24ab517de3f
encode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	54ca67b7-5de4-403f-4e12-1557c42594f7		/ImaSrLSF+DosG3JT27NHr
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	/ImaSrLSF+DosG3JT27NHr	0	54ca67b7-5de4-403f-4e12-1557c42594f7
encode_pad	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	74031b44-984e-1508-a081-dfe61fbeb403	1	/o+lh2a2sJ080/ryMTjfE1
encode_pad	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	dfb38ed7-6803-3ea7-878b-178faa310b3f	5	1TgsvLO+AydsS93syeAEgz
encode_pad	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	aa89c148-f9d8-2c2a-7935-5791260225a1	22	0eWQ36yRUg8bYpJt2a+WKV
encode_pad	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	8d35d27f-425a-8730-bb4f-f34227c31f4d	40	++++++++++++++++++0BBR7zEZe5A9hDwo6bklxB
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	1	0	00000000-0000-0000-0000-000000000003
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	1zi	0	00000000-0000-0000-0000-000000003fee
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	1zitnPT	0	00000000-0000-0000-0000-003feee736df
decode	+/0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz	xZPYGibErcyOsnFTPntiz1	1	ffbb9cdb-7d1c-f86b-ea37-427b9291b97d
get_alphabet	aaaaabcdefgh1230123	0		0123abcdefgh
get_alphabet	aaaaabcdefgh1230123	1		abcdefgh1230
encoded_length	0123abcdefgh	16		36
encoded_length	0123abcdefgh	8		18
encoded_length	0123abcdefgh	4		9
encoded_length	0123abcdefgh	32		72
encode	0123abcdefgh	00f3179f-b7d1-a239-8747-f9d947ba130c		0030h13ghdc33b0bd2ab10dce32hgfada1ga
decode	0123abcdefgh	0030h13ghdc33b0bd2ab10dce32hgfada1ga	0	00f3179f-b7d1-a239-8747-f9d947ba130c
encode	0123abcdefgh	f593d13c-0d97-da95-22a0-5763b1a654df		bc3fdhafe2bgfdb23gggeac3cfhf0dh1hfhh
decode	0123abcdefgh	bc3fdhafe2bgfdb23gggeac3cfhf0dh1hfhh	0	f593d13c-0d97-da95-22a0-5763b1a654df
encode	0123abcdefgh	4b3ed8db-0163-0a9f-a079-9aa3e9fc2a86		1e3g0bdbfaa0ehbffgeddcffd1afcebg0e0c
decode	0123abcdefgh	1e3g0bdbfaa0ehbffgeddcffd1afcebg0e0c	0	4b3ed8db-0163-0a9f-a079-9aa3e9fc2a86
encode	0123abcdefgh	c3b51855-0115-a1c5-0b8e-c471eb70136a		aag2ae03b02000bb2fa11fc0h1dbcaec1hg2
decode	0123abcdefgh	aag2ae03b02000bb2fa11fc0h1dbcaec1hg2	0	c3b51855-0115-a1c5-0b8e-c471eb70136a
encode	0123abcdefgh	c90199b7-34ac-fbce-1782-db70f93dd684		ac3ab3fea0fg23gd0g3fgdaef2a22f32fcea
decode	0123abcdefgh	ac3ab3fea0fg23gd0g3fgdaef2a22f32fcea	0	c90199b7-34ac-fbce-1782-db70f93dd684
encode	0123abcdefgh	4fab1e4a-4536-97b7-6345-5c3ef45a4121		1fc20ach2d3cabgdfd3d333bgdgbafgd03fb
decode	0123abcdefgh	1fc20ach2d3cabgdfd3d333bgdgbafgd03fb	0	4fab1e4a-4536-97b7-6345-5c3ef45a4121
encode	0123abcdefgh	cec17e2c-3b65-fd3c-23b4-35cd09fc1a19		adg003cadcdfccd03hah0heah2db2de0ghef
decode	0123abcdefgh	adg003cadcdfccd03hah0heah2db2de0ghef	0	cec17e2c-3b65-fd3c-23b4-35cd09fc1a19
encode	0123abcdefgh	70a5e6b1-961b-4f92-a3e9-093f02c01f3e		2cb0bhb1ac22gb33d2gfd3ca3d3g2ddffff2
decode	0123abcdefgh	2cb0bhb1ac22gb33d2gfd3ca3d3g2ddffff2	0	70a5e6b1-961b-4f92-a3e9-093f02c01f3e
encode	0123abcdefgh	55600333-72b8-b804-6c26-2b63e934c018		1h0dh3ef1gge303hac01a1fc0331f01g1bha
decode	0123abcdefgh	1h0dh3ef1gge303hac01a1fc0331f01g1bha	0	55600333-72b8-b804-6c26-2b63e934c018
encode	0123abcdefgh	59dc4272-035d-d4f2-6a86-4a9b37f87902		2032aa1db0gea3ghb100heddg3gbgacf3ce2
decode	0123abcdefgh	2032aa1db0gea3ghb100heddg3gbgacf3ce2	0	59dc4272-035d-d4f2-6a86-4a9b37f87902
encode	0123abcdefgh	cba5d0e7-db5b-1675-ba6c-e14c5d5a77f8		achh1h1e32ae0d00010hdbaa0e002332ff3a
decode	0123abcdefgh	achh1h1e32ae0d00010hdbaa0e002332ff3a	0	cba5d0e7-db5b-1675-ba6c-e14c5d5a77f8
encode	0123abcdefgh	7762c274-353f-3614-8359-3bfc62cd61a2		2e2gc0bb0hehgaae2cfd0a3edf0g011cae2g
decode	0123abcdefgh	2e2gc0bb0hehgaae2cfd0a3edf0g011cae2g	0	7762c274-353f-3614-8359-3bfc62cd61a2
encode	0123abcdefgh	4323953d-4ad1-2552-7305-a1b0254eede4		1c1cfdh20eahae1203g2cb0afb2c32dfagbe
decode	0123abcdefgh	1c1cfdh20eahae1203g2cb0afb2c32dfagbe	0	4323953d-4ad1-2552-7305-a1b0254eede4
encode	0123abcdefgh	f01b5964-39b9-6620-1026-22e4c1367e09		bag0h1hgb0hg1aabhhaggh3bdgc13ha2egef
decode	0123abcdefgh	bag0h1hgb0hg1aabhhaggh3bdgc13ha2egef	0	f01b5964-39b9-6620-1026-22e4c1367e09
encode	0123abcdefgh	4f05def9-48e8-ff8a-141f-80f5fc9fa926		1fa0h2012bdc0dd10bd1hhbhdff1g2320bd2
decode	0123abcdefgh	1fa0h2012bdc0dd10bd1hhbhdff1g2320bd2	0	4f05def9-48e8-ff8a-141f-80f5fc9fa926
encode	0123abcdefgh	09702cba-18de-6cce-ab0c-cc42ded727f5		02cd02dhhd2cbc3abfgaf3g2hh0gcd3da3bf
decode	0123abcdefgh	02cd02dhhd2cbc3abfgaf3g2hh0gcd3da3bf	0	09702cba-18de-6cce-ab0c-cc42ded727f5
encode	0123abcdefgh	c3be367e-c950-0812-56cb-c3884b8431ce		aag3f3bcg2e3cdbg2aa32cabfe10acd3h0hg
decode	0123abcdefgh	aag3f3bcg2e3cdbg2aa32cabfe10acd3h0hg	0	c3be367e-c950-0812-56cb-c3884b8431ce
encode	0123abcdefgh	6e42fe2b-f5f1-1d2a-3cd8-9680c10f96e3		2bf3ead31g0c3hach2hcg010d00fgg0ghae3
decode	0123abcdefgh	2bf3ead31g0c3hach2hcg010d00fgg0ghae3	0	6e42fe2b-f5f1-1d2a-3cd8-9680c10f96e3
encode	0123abcdefgh	ac9dbf1c-30ad-cd23-1315-996699a032e3		3gdabahh30dc0bd31dd0gg3d3dhefccgagbd
decode	0123abcdefgh	3gdabahh30dc0bd31dd0gg3d3dhefccgagbd	0	ac9dbf1c-30ad-cd23-1315-996699a032e3
encode	0123abcdefgh	70df866d-5f24-158e-283d-c867eea83a84		2cbf2hgc01ce3f2ffcc13fgbd1gbbeee2eh0
decode	0123abcdefgh	2cbf2hgc01ce3f2ffcc13fgbd1gbbeee2eh0	0	70df866d-5f24-158e-283d-c867eea83a84
encode	0123abcdefgh	7d754249-6a21-4cb3-f077-ab3fd519168d		2fgcdd11e2ga2haadde10ch3b03dgb3geacb
decode	0123abcdefgh	2fgcdd11e2ga2haadde10ch3b03dgb3geacb	0	7d754249-6a21-4cb3-f077-ab3fd519168d
encode	0123abcdefgh	6e7ea966-bdce-1812-60d7-1dd450b4b2e8		2bg0f1fag3df2dbbheb1d00ba1hdbbgcg2c0
decode	0123abcdefgh	2bg0f1fag3df2dbbheb1d00ba1hdbbgcg2c0	0	6e7ea966-bdce-1812-60d7-1dd450b4b2e8
encode	0123abcdefgh	db952945-c335-3d58-2d1c-66861cc5f6b6		ah3cffbgb2b30ddb1b30c2dcefb0bd3bhc1g
decode	0123abcdefgh	ah3cffbgb2b30ddb1b30c2dcefb0bd3bhc1g	0	db952945-c335-3d58-2d1c-66861cc5f6b6
encode	0123abcdefgh	cd238a47-9beb-07ea-0b60-6186535c6983		adaf1eg3baeb3ba112fb01agg2eddh3b00gh
decode	0123abcdefgh	adaf1eg3baeb3ba112fb01agg2eddh3b00gh	0	cd238a47-9beb-07ea-0b60-6186535c6983
encode	0123abcdefgh	e394e789-668a-a67f-d13e-d1c102f772a4		b1bbgb2abefgg1ecbce02bfe2dh3f233eg0a
decode	0123abcdefgh	b1bbgb2abefgg1ecbce02bfe2dh3f233eg0a	0	e394e789-668a-a67f-d13e-d1c102f772a4
encode	0123abcdefgh	bb01b586-91fc-fa1c-0242-f13280dfe7a5		a2c00cgac2b3fbfbb31b23dcafgebf21cgh1
decode	0123abcdefgh	a2c00cgac2b3fbfbb31b23dcafgebf21cgh1	0	bb01b586-91fc-fa1c-0242-f13280dfe7a5
encode	0123abcdefgh	3dc33451-81bd-df94-f0e6-bc676d775cff		1ae1efba3fcbd02e1ecebf1hedheedg1b3hh
decode	0123abcdefgh	1ae1efba3fcbd02e1ecebf1hedheedg1b3hh	0	3dc33451-81bd-df94-f0e6-bc676d775cff
encode	0123abcdefgh	bce96b8d-b56b-85df-8baa-d2018f42e5bd		a3021cggd1dah1dg20b3b0eab3baabfc0cdf
decode	0123abcdefgh	a3021cggd1dah1dg20b3b0eab3baabfc0cdf	0	bce96b8d-b56b-85df-8baa-d2018f42e5bd
encode	0123abcdefgh	3347236b-c48d-e919-b621-92792b6a5755		11g203011hagfdb0cfc21f1011aeb11g2cff
decode	0123abcdefgh	11g203011hagfdb0cfc21f1011aeb11g2cff	0	3347236b-c48d-e919-b621-92792b6a5755
encode	0123abcdefgh	c424a0bd-85ad-22f2-0052-b4a5221adff7		aahd3hdggg2bc3cbd212eedbe0agfdgg20fh
decode	0123abcdefgh	aahd3hdggg2bc3cbd212eedbe0agfdgg20fh	0	c424a0bd-85ad-22f2-0052-b4a5221adff7
encode	0123abcdefgh	203d297c-0b8c-55c3-ceb6-ed5884fd5cee		0eebdh1eab33fdghgf1hgecc3h0b3000a3b2
decode	0123abcdefgh	0eebdh1eab33fdghgf1hgecc3h0b3000a3b2	0	203d297c-0b8c-55c3-ceb6-ed5884fd5cee
encode	0123abcdefgh	be9df491-1160-363f-e7f5-5d61cd7d7ac1		a3beb3ccag1ce01201eacafbff2be1hfhc2f
decode	0123abcdefgh	a3beb3ccag1ce01201eacafbff2be1hfhc2f	0	be9df491-1160-363f-e7f5-5d61cd7d7ac1
encode	0123abcdefgh	5fa056c9-6893-dffc-4d24-bd0cffe27747		21fgchba1c2had30h1h0abdg21h0efe010h3
decode	0123abcdefgh	21fgchba1c2had30h1h0abdg21h0efe010h3	0	5fa056c9-6893-dffc-4d24-bd0cffe27747
encode	0123abcdefgh	f23bd111-13a7-0811-5248-540707b5c616		bbahddc0d200cfd320dhcf0ccghaebb310d2
decode	0123abcdefgh	bbahddc0d200cfd320dhcf0ccghaebb310d2	0	f23bd111-13a7-0811-5248-540707b5c616
encode	0123abcdefgh	84284057-2bf5-63c5-bf1f-64a395ba931f		2he31e3f2daegbcdgffddcfgb1c2eg0f3gb3
decode	0123abcdefgh	2he31e3f2daegbcdgffddcfgb1c2eg0f3gb3	0	84284057-2bf5-63c5-bf1f-64a395ba931f
encode	0123abcdefgh	32316347-20b8-0be3-8c0f-95026bdb60eb		11cdfhch1dba3eed1h3agcbhg111ac0c3hg3
decode	0123abcdefgh	11cdfhch1dba3eed1h3agcbhg111ac0c3hg3	0	32316347-20b8-0be3-8c0f-95026bdb60eb
encode	0123abcdefgh	a08ad664-7125-79c0-0bea-1575a4a1dbb5		3da2h3af01a222312333ce1dg313ccee2h0b
decode	0123abcdefgh	3da2h3af01a222312333ce1dg313ccee2h0b	0	a08ad664-7125-79c0-0bea-1575a4a1dbb5
encode	0123abcdefgh	05b7f2a2-5848-9054-cfbb-683e6408de39		01ccabha2ege3f2cf2f3ccbdefcb30facg21
decode	0123abcdefgh	01ccabha2ege3f2cf2f3ccbdefcb30facg21	0	05b7f2a2-5848-9054-cfbb-683e6408de39
encode	0123abcdefgh	984e4a32-cd92-c62c-640a-612e346fae5e		3b1cdfe0bhggc3gd1b1ab2fceab3f1h1ggb2
decode	0123abcdefgh	3b1cdfe0bhggc3gd1b1ab2fceab3f1h1ggb2	0	984e4a32-cd92-c62c-640a-612e346fae5e
encode	0123abcdefgh	9eeda4bc-8035-7809-16d5-234567af171f		3ch0213fecd3be1db121d22b2dda1fh1db13
decode	0123abcdefgh	3ch0213fecd3be1db121d22b2dda1fh1db13	0	9eeda4bc-8035-7809-16d5-234567af171f
encode	0123abcdefgh	825a9fcd-2410-e768-4379-adb375adadf9		2h2b02fgdf1f00af3adghcaaeba0a0f1d30f
decode	0123abcdefgh	2h2b02fgdf1f00af3adghcaaeba0a0f1d30f	0	825a9fcd-2410-e768-4379-adb375adadf9
encode	0123abcdefgh	3778cfa5-bdb1-0313-a482-5a94113f0a52		12hf1a2ab3c21gh2gbdegeg0eh0bchfcgecg
decode	0123abcdefgh	12hf1a2ab3c21gh2gbdegeg0eh0bchfcgecg	0	3778cfa5-bdb1-0313-a482-5a94113f0a52
encode	0123abcdefgh	f3748493-f6d7-0287-8be6-cd8c4c2554d7		bbeh1db2dbb20cbc0a33bfh0b2ac0da3ff0d
decode	0123abcdefgh	bbeh1db2dbb20cbc0a33bfh0b2ac0da3ff0d	0	f3748493-f6d7-0287-8be6-cd8c4c2554d7
encode	0123abcdefgh	88b8366e-2efe-b8cb-bdfb-3c53d7bf2a10		30h0cdh3dcgdc2b3eb2c3cb3bfa3ff2bce1a
decode	0123abcdefgh	30h0cdh3dcgdc2b3eb2c3cb3bfa3ff2bce1a	0	88b8366e-2efe-b8cb-bdfb-3c53d7bf2a10
encode	0123abcdefgh	2b5fa785-f35a-d45d-0ead-c6c766a450a7		0hecdfh3212300d3cbh0h3ce0db23d3hfeed
decode	0123abcdefgh	0hecdfh3212300d3cbh0h3ce0db23d3hfeed	0	2b5fa785-f35a-d45d-0ead-c6c766a450a7
encode	0123abcdefgh	2d1ed536-2e1f-77be-efae-675908478781		1022chad31bedha2d11f2d1hh0cdgbcdeabb
decode	0123abcdefgh	1022chad31bedha2d11f2d1hh0cdgbcdeabb	0	2d1ed536-2e1f-77be-efae-675908478781
encode	0123abcdefgh	55697048-fb68-dd86-7d89-15c106b7c5fb		1h0fabghdd0cde3fdefc30eh0g0efga0dhhd
decode	0123abcdefgh	1h0fabghdd0cde3fdefc30eh0g0efga0dhhd	0	55697048-fb68-dd86-7d89-15c106b7c5fb
encode	0123abcdefgh	119f1dde-6bd6-35d5-468c-69b27fb6999f		0af12gfb203g1caaeebc1f31fade2ege3fcd
decode	0123abcdefgh	0af12gfb203g1caaeebc1f31fade2ege3fcd	0	119f1dde-6bd6-35d5-468c-69b27fb6999f
encode	0123abcdefgh	85720a7e-7d83-65d9-331e-17f56f9e9e22		300b2g0addafb03bcd03adc302b0cb3f2cbc
decode	0123abcdefgh	300b2g0addafb03bcd03adc302b0cb3f2cbc	0	85720a7e-7d83-65d9-331e-17f56f9e9e22
encode	0123abcdefgh	b8e6f819-2482-244d-2183-1e296b1abcc0		a1h22cdchg0d3e01ehd0f2g0eaf1aa33bd1a
decode	0123abcdefgh	a1h22cdchg0d3e01ehd0f2g0eaf1aa33bd1a	0	b8e6f819-2482-244d-2183-1e296b1abcc0
encode	0123abcdefgh	ce943460-f747-8211-b91d-238d1e75b051		adfb1egh1d3gahbahge303hbh00b1b2e00cf
decode	0123abcdefgh	adfb1egh1d3gahbahge303hbh00b1b2e00cf	0	ce943460-f747-8211-b91d-238d1e75b051
encode	0123abcdefgh	f80203fc-09d7-1b8e-2a7b-80b9917dec48		bche21211dcghebhdfbdc2eae0a0aa3a0dda
decode	0123abcdefgh	bche21211dcghebhdfbdc2eae0a0aa3a0dda	0	f80203fc-09d7-1b8e-2a7b-80b9917dec48
encode	0123abcdefgh	190bea64-5209-c477-66d4-715bd292f120		0cf1he3a3cgghfb3a0ehhhefc2bd3233eda0
decode	0123abcdefgh	0cf1he3a3cgghfb3a0ehhhefc2bd3233eda0	0	190bea64-5209-c477-66d4-715bd292f120
encode	0123abcdefgh	ad6ba406-3ccc-22b7-fcf3-04907244e0e7		3gfheedh303hb3b302dd1a330gefcg0hga33
decode	0123abcdefgh	3gfheedh303hb3b302dd1a330gefcg0hga33	0	ad6ba406-3ccc-22b7-fcf3-04907244e0e7
encode	0123abcdefgh	770d22a1-8a51-48b2-ed36-2f3a637c752f		2e1fbhcada321cf33gacaag2hgf3dgagef2d
decode	0123abcdefgh	2e1fbhcada321cf33gacaag2hgf3dgagef2d	0	770d22a1-8a51-48b2-ed36-2f3a637c752f
encode	0123abcdefgh	a17c0e5b-424e-4569-50e5-7d3722de6c85		3dd3cheg32bbfgcg0f03a1g3d1fbg3cdf1ab
decode	0123abcdefgh	3dd3cheg32bbfgcg0f03a1g3d1fbg3cdf1ab	0	a17c0e5b-424e-4569-50e5-7d3722de6c85
encode	0123abcdefgh	358f83e4-475a-000d-d6f0-103c8f7d440a		12bcfbbg3e32233ea2bdecefb22132edhahc
decode	0123abcdefgh	12bcfbbg3e32233ea2bdecefb22132edhahc	0	358f83e4-475a-000d-d6f0-103c8f7d440a
encode	0123abcdefgh	bd95fa7f-320d-7d91-24e5-5bca3e42afb9		a32aa1af023fbg0g01bhb0230a1210aee30f
decode	0123abcdefgh	a32aa1af023fbg0g01bhb0230a1210aee30f	0	bd95fa7f-320d-7d91-24e5-5bca3e42afb9
encode	0123abcdefgh	e3753d0d-9cb8-e2ac-51fb-f55870c84afe		b1b10ecce2fg02ggf0ebeha0ab0g03fgg2dg
decode	0123abcdefgh	b1b10ecce2fg02ggf0ebeha0ab0g03fgg2dg	0	e3753d0d-9cb8-e2ac-51fb-f55870c84afe
encode	0123abcdefgh	c0d7fa6f-fdac-68e9-9b2b-174dee23c5a9		aa0h0a0db3ggd32d3fcha03333fhe1cde121
decode	0123abcdefgh	aa0h0a0db3ggd32d3fcha03333fhe1cde121	0	c0d7fa6f-fdac-68e9-9b2b-174dee23c5a9
encode	0123abcdefgh	220e9983-1301-73e3-ca07-710b37afa163		0f2aa3hf3ddbc21bd33egeefcha01fahbe2h
decode	0123abcdefgh	0f2aa3hf3ddbc21bd33egeefcha01fahbe2h	0	220e9983-1301-73e3-ca07-710b37afa163
encode	0123abcdefgh	b5b3d423-ef81-71a4-a780-13daa27b10fb		a10ffb00d003g1b1f3eh3d11ga2hgddfdeah
decode	0123abcdefgh	a10ffb00d003g1b1f3eh3d11ga2hgddfdeah	0	b5b3d423-ef81-71a4-a780-13daa27b10fb
encode	0123abcdefgh	9f36c833-bc7d-17ce-db1b-06906ea9b494		3chh3b1ca2gc0f1ah2fg3g02hgc3cg1efcfe
decode	0123abcdefgh	3chh3b1ca2gc0f1ah2fg3g02hgc3cg1efcfe	0	9f36c833-bc7d-17ce-db1b-06906ea9b494
encode	0123abcdefgh	eac3bf30-562a-3afa-a1b0-1e8a57207143		b3af23be2ac2b1hg3cdeec101de1bfgb3003
decode	0123abcdefgh	b3af23be2ac2b1hg3cdeec101de1bfgb3003	0	eac3bf30-562a-3afa-a1b0-1e8a57207143
encode	0123abcdefgh	d257271b-dd0d-93ca-8dc4-5763b6bfb6f3		aefdb01ef1bhd1he3cgffg30221a2g0e22ch
